City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Nova Borova,UA,2023-04-04 21:20:44,50.693,28.6345,32.92,95,100,6.49
383,Kyzyl-Suu,KG,2023-04-04 21:20:44,42.3414,78.0056,41.31,39,100,9.08
384,Nanortalik,GL,2023-04-04 21:20:45,60.1432,-45.2371,32.02,93,100,4.0
385,Barranca,PE,2023-04-04 21:20:45,-10.75,-77.7667,80.15,71,91,8.75
386,Semey,KZ,2023-04-04 21:20:45,50.4111,80.2275,35.73,51,5,5.3
387,Hobyo,SO,2023-04-04 21:20:45,5.3505,48.5268,82.38,75,24,11.92
388,Mandal,IN,2023-04-04 21:20:45,25.45,74.5667,73.81,33,2,4.76
389,Aykhal,RU,2023-04-04 21:21:46,66.0,111.5,-22.34,100,100,12.17
390,Muisne,EC,2023-04-04 21:21:46,0.6,-80.0333,82.0,79,100,10.49
391,Ray,IN,2023-04-04 21:21:46,23.6833,85.05,75.97,34,9,6.46
392,Laguna,US,2023-04-04 21:21:46,38.421,-121.4238,60.31,33,0,16.11
393,Juneau,US,2023-04-04 21:21:47,58.3019,-134.4197,42.8,57,100,13.8
394,San Quintin,MX,2023-04-04 21:21:47,30.4833,-115.95,59.05,43,0,22.41
395,Bamiantong,CN,2023-04-04 21:21:47,44.9333,130.5333,40.19,29,100,2.33
396,Bin Qirdan,TN,2023-04-04 21:21:47,33.1378,11.2197,61.09,51,0,9.22
397,Roald,NO,2023-04-04 21:21:48,62.5833,6.1333,40.75,87,0,2.3
398,Honiara,SB,2023-04-04 21:21:48,-9.4333,159.95,81.14,79,29,3.87
399,Paamiut,GL,2023-04-04 21:21:48,61.994,-49.6678,31.05,92,96,10.16
400,Ambilobe,MG,2023-04-04 21:21:49,-13.2,49.05,73.54,95,81,2.71
401,Flin Flon,CA,2023-04-04 21:21:49,54.7682,-101.865,26.44,24,75,4.61
402,Masvingo,ZW,2023-04-04 21:21:49,-20.0637,30.8277,65.61,74,13,10.54
403,Micheweni,TZ,2023-04-04 21:21:49,-4.9667,39.8333,80.58,77,88,6.2
404,Nadvoitsy,RU,2023-04-04 21:21:49,63.8667,34.3167,6.04,100,76,3.02
405,Tessalit,ML,2023-04-04 21:17:41,20.1986,1.0114,82.35,6,1,4.25
406,Vestmannaeyjar,IS,2023-04-04 21:21:50,63.4427,-20.2734,43.61,87,100,8.39
407,Waipawa,NZ,2023-04-04 21:21:50,-41.4122,175.5153,54.34,65,8,4.99
408,Deniliquin,AU,2023-04-04 21:21:50,-35.5333,144.9667,62.13,62,13,4.88
409,Garowe,SO,2023-04-04 21:21:51,8.4054,48.4845,76.51,60,2,14.52
410,Barentu,ER,2023-04-04 21:21:51,15.1139,37.5928,78.91,20,57,5.19
411,Richards Bay,ZA,2023-04-04 21:21:51,-28.783,32.0377,66.27,84,18,7.14
412,Maxixe,MZ,2023-04-04 21:21:51,-23.8597,35.3472,71.29,93,39,6.44
413,Koslan,RU,2023-04-04 21:21:52,63.4564,48.8989,32.31,99,100,1.34
414,Mount Isa,AU,2023-04-04 21:21:52,-20.7333,139.5,55.17,71,59,0.0
415,Batemans Bay,AU,2023-04-04 21:21:52,-35.7167,150.1833,61.11,88,31,3.6
416,Qui Nhon,VN,2023-04-04 21:21:52,13.7667,109.2333,76.26,88,30,4.47
417,Codajas,BR,2023-04-04 21:21:52,-3.8367,-62.0569,78.12,94,91,2.42
418,Port Blair,IN,2023-04-04 21:21:53,11.6667,92.75,77.85,78,9,6.31
419,Saraland,US,2023-04-04 21:20:16,30.8207,-88.0706,82.56,77,48,12.97
420,Opuwo,NA,2023-04-04 21:21:53,-18.0607,13.84,72.0,53,33,1.72
421,Lubao,PH,2023-04-04 21:21:54,14.9167,120.55,78.51,82,50,2.17
422,Saint-Francois,FR,2023-04-04 21:21:54,46.4154,3.9054,38.64,60,0,4.61
423,Nemuro,JP,2023-04-04 21:21:54,43.3236,145.575,39.25,78,35,2.66
424,Yakeshi,CN,2023-04-04 21:21:54,49.2833,120.7333,24.78,42,0,9.17
425,Gat,IL,2023-04-04 21:18:00,31.61,34.7642,65.8,84,1,5.26
426,Bima,ID,2023-04-04 21:21:55,-8.4667,118.7167,74.77,95,98,3.0
427,Kampar,MY,2023-04-04 21:21:55,4.3,101.15,78.94,96,94,2.93
428,Geraldton,AU,2023-04-04 21:21:55,-28.7667,114.6,55.81,82,0,3.44
429,Bergama,TR,2023-04-04 21:21:56,39.1207,27.1805,50.81,95,13,3.74
430,Shahrud,IR,2023-04-04 21:21:56,36.4182,54.9763,45.97,56,0,3.38
431,Tacoronte,ES,2023-04-04 21:21:56,28.4769,-16.4102,59.16,84,75,29.93
432,Milkovo,RU,2023-04-04 21:21:56,54.7167,158.6167,27.12,87,100,2.33
433,Dauriya,RU,2023-04-04 21:21:57,49.9333,116.8667,23.34,73,14,7.14
434,Udachnyy,RU,2023-04-04 21:19:10,66.4167,112.4,-27.4,100,100,6.51
435,Vila Velha,BR,2023-04-04 21:19:15,-20.3297,-40.2925,76.95,82,0,8.05
436,Mumbwa,ZM,2023-04-04 21:21:57,-14.9783,27.0619,67.95,76,91,4.14
437,Sagua De Tanamo,CU,2023-04-04 21:21:58,20.5819,-75.2414,86.81,43,0,12.62
438,Tiznit,MA,2023-04-04 21:21:58,29.5833,-9.5,51.85,78,82,17.6
439,Teruel,ES,2023-04-04 21:21:58,40.6667,-0.6667,35.98,46,0,4.47
440,Warrington,GB,2023-04-04 21:21:58,53.3925,-2.5802,50.72,63,0,4.61
441,Cacoal,BR,2023-04-04 21:19:32,-11.4386,-61.4472,77.29,94,95,5.79
442,Fare,PF,2023-04-04 21:21:59,-16.7,-151.0167,81.95,73,39,6.8
443,Khandyga,RU,2023-04-04 21:21:59,62.6667,135.6,12.31,97,100,4.12
444,Shangrao,CN,2023-04-04 21:18:55,28.4532,117.9686,63.07,98,100,3.27
445,Gaoyou,CN,2023-04-04 21:22:00,32.7858,119.4278,47.26,89,100,18.97
446,Bara,NG,2023-04-04 21:22:01,10.3744,10.7288,84.58,10,100,1.92
447,Verkhnyaya Inta,RU,2023-04-04 21:19:07,65.9811,60.3094,23.52,91,99,8.72
448,Eregli,TR,2023-04-04 21:22:01,37.5133,34.0467,53.85,27,11,15.79
449,Hay River,CA,2023-04-04 21:22:01,60.8156,-115.7999,21.16,63,20,12.66
450,Saldanha,ZA,2023-04-04 21:17:48,-33.0117,17.9442,59.05,87,0,13.38
451,Mountain Home,US,2023-04-04 21:17:12,43.133,-115.6912,44.08,44,40,28.77
452,Henties Bay,NA,2023-04-04 21:22:02,-22.116,14.2845,65.39,73,87,4.47
453,Tall Kayf,TR,2023-04-04 21:22:02,37.0833,41.0667,58.53,57,80,9.26
454,Shubarshi,KZ,2023-04-04 21:22:03,48.5872,57.1869,48.49,55,44,7.0
455,Anchorage,US,2023-04-04 21:19:29,61.2181,-149.9003,39.27,64,100,4.61
456,Puerto Leguizamo,CO,2023-04-04 21:22:03,-0.1934,-74.7819,84.96,66,100,0.43
457,Karpogory,RU,2023-04-04 21:22:04,64.0019,44.4451,29.39,97,100,5.53
458,Shar,KZ,2023-04-04 21:22:04,49.5886,81.0453,32.76,61,6,2.62
459,Souillac,MU,2023-04-04 21:22:04,-20.5167,57.5167,75.58,88,40,1.14
460,Churapcha,RU,2023-04-04 21:22:04,62.0025,132.4325,13.89,96,100,7.16
461,Caceres,ES,2023-04-04 21:22:05,39.522,-6.3748,52.77,39,0,4.9
462,Abnub,EG,2023-04-04 21:22:05,27.2696,31.1511,73.62,19,1,12.15
463,Balsas,BR,2023-04-04 21:22:05,-7.5325,-46.0356,77.81,80,56,2.62
464,Ostrovnoy,RU,2023-04-04 21:22:05,68.0531,39.5131,33.06,85,94,16.24
465,Hundorp,NO,2023-04-04 21:22:06,61.5552,9.9407,26.4,98,37,1.41
466,Tatawin,TN,2023-04-04 21:22:06,32.9297,10.4518,57.78,48,0,5.95
467,Novoagansk,RU,2023-04-04 21:22:06,61.9449,76.6625,10.35,93,93,6.71
468,Kapit,MY,2023-04-04 21:22:06,2.0167,112.9333,72.55,97,100,1.07
469,Victor Harbor,AU,2023-04-04 21:22:06,-35.5667,138.6167,61.68,53,6,7.16
470,Snezhnogorsk,RU,2023-04-04 21:22:07,69.1933,33.2531,35.38,92,72,15.64
471,Huilong,CN,2023-04-04 21:22:07,31.8111,121.655,56.93,92,100,13.98
472,Leshukonskoye,RU,2023-04-04 21:22:07,64.8989,45.7622,27.57,93,100,4.7
473,Rayon,MX,2023-04-04 21:22:07,19.1444,-99.5836,78.67,17,67,10.76
474,Rio Grande,BR,2023-04-04 21:20:55,-32.035,-52.0986,73.51,74,86,11.36
475,Sur,OM,2023-04-04 21:22:08,22.5667,59.5289,75.24,63,1,5.12
476,Gonaives,HT,2023-04-04 21:22:08,19.45,-72.6833,85.68,53,8,5.88
477,Staraya Poltavka,RU,2023-04-04 21:22:08,50.4772,46.4814,53.92,63,17,5.26
478,Lillooet,CA,2023-04-04 21:21:21,50.6856,-121.942,45.88,53,84,1.95
479,Zhuhai,CN,2023-04-04 21:22:08,22.2769,113.5678,76.78,94,40,13.8
480,Eyl,SO,2023-04-04 21:22:08,7.9803,49.8164,80.6,66,4,12.57
481,Haukipudas,FI,2023-04-04 21:22:09,65.1765,25.3523,15.04,99,35,2.55
482,Talaya,RU,2023-04-04 21:22:09,61.3833,152.75,5.58,89,100,3.98
483,Oistins,BB,2023-04-04 21:21:09,13.0667,-59.5333,82.49,61,20,20.71
484,Nakhon Phanom,TH,2023-04-04 21:22:09,17.3333,104.4167,80.22,45,96,1.25
485,Beloha,MG,2023-04-04 21:22:09,-25.1667,45.05,75.06,84,74,4.97
486,Phaltan,IN,2023-04-04 21:22:10,17.9833,74.4333,78.26,53,25,5.99
487,Sakakah,SA,2023-04-04 21:22:10,29.9697,40.2064,71.17,18,1,14.2
488,Macapa,BR,2023-04-04 21:22:10,0.0389,-51.0664,82.38,78,40,10.36
489,Eldorado,BR,2023-04-04 21:22:10,-23.7869,-54.2836,77.29,76,39,3.02
490,Akdagmadeni,TR,2023-04-04 21:22:10,39.6603,35.8836,52.77,48,57,23.4
491,Amapa,BR,2023-04-04 21:22:11,1.0,-52.0,75.02,98,49,3.69
492,Aars,DK,2023-04-04 21:22:11,56.804,9.5144,35.78,85,7,6.22
493,Ati,TD,2023-04-04 21:22:11,13.2154,18.3353,88.63,12,100,9.66
494,Taoudenni,ML,2023-04-04 21:21:09,22.6783,-3.9836,86.41,6,0,10.11
495,Kenora,CA,2023-04-04 21:22:11,49.8167,-94.4337,23.97,42,100,16.11
496,Villefranche-De-Rouergue,FR,2023-04-04 21:22:12,44.3333,2.0,45.37,66,1,2.3
497,Concepcion Del Uruguay,AR,2023-04-04 21:22:12,-32.4825,-58.2372,75.97,64,100,1.99
498,Dukat,RU,2023-04-04 21:22:12,62.55,155.55,-4.7,99,100,7.05
499,Avera,US,2023-04-04 21:22:12,33.194,-82.5271,80.11,54,49,4.81
500,Ankazoabo,MG,2023-04-04 21:22:13,-22.2833,44.5167,70.21,89,0,5.48
501,Ocean City,US,2023-04-04 21:22:13,39.2776,-74.5746,66.38,82,76,5.99
502,Terrace,CA,2023-04-04 21:22:13,54.5163,-128.6035,46.31,45,75,4.61
503,Misratah,LY,2023-04-04 21:22:13,32.3754,15.0925,61.07,60,0,6.49
504,Kaarina,FI,2023-04-04 21:22:14,60.4072,22.369,30.29,53,0,4.61
505,Imbituba,BR,2023-04-04 21:22:14,-28.24,-48.6703,73.06,80,61,8.34
506,Peace River,CA,2023-04-04 21:22:15,56.2501,-117.286,37.71,55,75,8.05
507,Kiama,AU,2023-04-04 21:22:15,-34.6833,150.8667,68.0,90,6,9.19
508,Katra,IN,2023-04-04 21:22:15,32.9833,74.95,54.9,60,0,8.68
509,Yumen,CN,2023-04-04 21:22:15,40.2833,97.2,25.65,73,96,31.76
510,Stornoway,GB,2023-04-04 21:22:15,58.2093,-6.3865,47.93,93,75,24.16
511,Barrhead,GB,2023-04-04 21:22:15,55.7992,-4.3929,49.64,84,75,12.66
512,Bukama,CD,2023-04-04 21:22:16,-9.2,25.85,69.71,96,99,1.77
513,Broken Hill,AU,2023-04-04 21:19:39,-31.95,141.4333,61.12,35,3,7.9
514,Carrickfergus,GB,2023-04-04 21:22:16,54.7158,-5.8058,49.96,86,40,9.22
515,Zyryanka,RU,2023-04-04 21:22:16,65.75,150.85,1.99,89,99,4.7
516,Bizhbulyak,RU,2023-04-04 21:22:16,53.6967,54.2642,44.13,84,100,3.71
517,Ituporanga,BR,2023-04-04 21:22:16,-27.4144,-49.6025,73.76,70,48,4.32
518,Makat,KZ,2023-04-04 21:22:17,47.6469,53.3463,59.86,30,100,4.99
519,Constitucion,CL,2023-04-04 21:22:17,-35.3333,-72.4167,64.24,52,6,9.37
520,Payo,ID,2023-04-04 21:22:17,-3.7508,103.6372,71.4,98,100,1.39
521,Mehamn,NO,2023-04-04 21:22:17,71.0357,27.8492,31.95,80,75,12.66
522,Tazovskiy,RU,2023-04-04 21:22:17,67.4667,78.7,15.26,77,100,19.8
523,Portsoy,GB,2023-04-04 21:22:18,57.6814,-2.6896,48.15,70,100,14.0
524,Shaoguan,CN,2023-04-04 21:22:18,24.8,113.5833,69.53,98,100,0.6
525,Bilma,NE,2023-04-04 21:22:18,18.6853,12.9164,79.66,9,69,5.86
526,Sale,MA,2023-04-04 21:22:18,34.0389,-6.8166,59.76,94,75,4.61
527,Havelock,US,2023-04-04 21:22:19,34.8791,-76.9013,77.99,77,39,5.99
528,Wanxian,CN,2023-04-04 21:22:19,30.8039,108.3897,57.04,90,66,6.49
529,Cap-Aux-Meules,CA,2023-04-04 21:22:19,47.3821,-61.8597,37.45,65,75,10.36
530,Sinnamary,GF,2023-04-04 21:22:19,5.3833,-52.95,79.23,76,80,10.45
531,Takhtamygda,RU,2023-04-04 21:22:20,54.1,123.5667,3.2,99,90,1.79
532,Gillette,US,2023-04-04 21:18:19,44.2911,-105.5022,24.12,88,100,25.32
533,Nador,MA,2023-04-04 21:22:20,35.174,-2.9287,62.85,67,0,6.91
534,Xuddur,SO,2023-04-04 21:22:20,4.1213,43.8894,79.38,67,86,13.4
535,Moroni,KM,2023-04-04 21:22:20,-11.7022,43.2551,79.66,82,100,2.13
536,Mankono,CI,2023-04-04 21:22:20,8.0586,-6.1897,82.65,51,7,5.26
537,Guajara,BR,2023-04-04 21:22:21,-2.9667,-57.6667,83.68,72,54,1.68
538,Mogadishu,SO,2023-04-04 21:22:21,2.0371,45.3438,82.4,77,92,14.23
539,Muroto,JP,2023-04-04 21:22:21,33.2833,134.15,62.4,62,100,10.71
540,Dongsheng,CN,2023-04-04 21:22:21,39.8161,109.9776,33.55,98,100,6.53
541,Rajanpur,PK,2023-04-04 21:22:21,29.1035,70.325,74.14,48,0,7.96
542,Romny,UA,2023-04-04 21:22:22,50.751,33.4747,45.27,87,100,7.99
543,Bayir,TR,2023-04-04 21:22:22,37.2687,28.2167,52.32,93,86,5.46
544,Pak Phanang,TH,2023-04-04 21:22:22,8.3511,100.202,78.91,81,96,4.56
545,Liverpool,GB,2023-04-04 21:22:22,53.4106,-2.9779,50.54,70,0,4.61
546,Cracow,US,2023-04-04 21:22:23,43.7424,-82.8199,41.0,87,100,12.66
547,Jyvaskyla,FI,2023-04-04 21:22:23,62.2415,25.7209,20.35,83,0,2.3
548,Itaquyry,PY,2023-04-04 21:22:23,-24.9333,-55.2167,75.51,80,97,2.24
549,Aksarka,RU,2023-04-04 21:22:24,66.5606,67.7975,15.28,92,91,14.74
550,Barda,AZ,2023-04-04 21:22:24,40.3744,47.1267,53.11,73,95,7.78
551,Lima,PE,2023-04-04 21:20:26,-12.0432,-77.0282,80.85,65,0,11.5
552,Sampit,ID,2023-04-04 21:22:24,-2.5333,112.95,73.02,98,99,0.56
553,Dornstadt,DE,2023-04-04 21:22:24,48.467,9.9443,33.03,86,70,1.01
554,Zaraza,VE,2023-04-04 21:22:25,9.3503,-65.3245,89.62,40,54,15.05
555,Sabang,ID,2023-04-04 21:22:25,5.8933,95.3214,81.68,66,5,6.31
556,Marathon,US,2023-04-04 21:22:25,44.9,-89.7668,35.35,89,100,20.71
557,Plouzane,FR,2023-04-04 21:22:25,48.3833,-4.6167,41.32,87,0,4.61
558,Sistranda,NO,2023-04-04 21:22:26,63.7256,8.834,39.16,87,18,6.85
559,Quatre Cocos,MU,2023-04-04 21:22:26,-20.2078,57.7625,75.31,80,91,2.84
560,Bilibino,RU,2023-04-04 21:22:26,68.0546,166.4372,-7.49,82,18,3.15
561,Riva,US,2023-04-04 21:22:26,38.9521,-76.578,85.15,62,7,8.99
562,Yatou,CN,2023-04-04 21:22:26,37.15,122.3833,49.66,98,100,10.4
563,Ilave,PE,2023-04-04 21:22:27,-16.0833,-69.6667,50.38,68,98,7.07
564,Bourail,NC,2023-04-04 21:22:27,-21.5667,165.4833,79.2,81,96,5.01
565,Blagoyevo,RU,2023-04-04 21:22:27,63.3667,47.9167,31.12,99,100,1.95
566,Red Bluff,US,2023-04-04 21:21:39,40.1785,-122.2358,58.86,24,0,11.5
567,Kalmunai,LK,2023-04-04 21:22:28,7.4167,81.8167,78.15,80,25,2.71
568,Togur,RU,2023-04-04 21:22:28,58.3631,82.8265,17.06,93,5,3.36
569,Huayang,CN,2023-04-04 21:22:28,34.4155,109.9939,36.0,88,100,3.44
570,Pasir Gudang,MY,2023-04-04 21:22:28,1.4584,103.8805,80.71,90,75,4.61
571,Neepawa,CA,2023-04-04 21:22:28,50.2289,-99.4664,21.6,86,100,14.76
572,Qaqortoq,GL,2023-04-04 21:22:29,60.7167,-46.0333,31.51,91,98,2.26
573,Camacha,PT,2023-04-04 21:19:25,33.0833,-16.3333,60.22,72,40,21.85
574,Xichang,CN,2023-04-04 21:22:29,27.8964,102.2634,53.13,66,6,1.97
575,Darovskoy,RU,2023-04-04 21:22:29,58.77,47.9564,41.61,95,100,3.06
